Arrival Delay (Minutes),Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Day,Month,Year,Scheduled Arrival Hour,Scheduled Arrival Minute,Status,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD
9,23.6,15.0,28.3,7.4,0.0,258.0,15.1,1006.7,5,6,2019,21,11,On-Time,0,0,1
-12,18.8,14.4,25.0,0.3,0.0,75.0,11.5,1010.2,5,6,2022,0,8,Early,0,0,1
-4,20.1,13.9,28.9,0.0,0.0,295.0,12.2,1003.7,5,6,2022,15,7,On-Time,0,0,0
3,20.4,12.8,26.7,0.0,0.0,60.0,9.0,1014.8,5,6,2022,23,37,On-Time,0,1,0
-15,18.6,13.3,23.9,0.0,0.0,38.0,11.2,1011.8,6,6,2019,14,48,Early,0,0,1
-10,18.6,13.3,23.9,0.0,0.0,38.0,11.2,1011.8,6,6,2019,21,18,On-Time,0,0,1
-4,19.1,11.1,27.2,0.0,0.0,153.0,12.2,1006.8,6,6,2022,15,7,On-Time,0,0,0
24,20.3,13.9,24.4,6.6,0.0,225.0,11.9,1005.7,6,6,2022,23,59,Late,0,0,1
7,20.5,12.2,27.2,0.0,0.0,158.0,11.2,1016.7,6,6,2022,23,37,On-Time,0,1,0
-9,19.0,12.8,25.6,0.0,0.0,36.0,14.4,1014.2,7,6,2019,14,48,On-Time,0,0,1
-19,19.0,12.8,25.6,0.0,0.0,36.0,14.4,1014.2,7,6,2019,21,18,Early,0,0,1
-20,17.3,11.7,27.8,0.0,0.0,23.0,14.4,1011.5,7,6,2022,15,7,Early,0,0,0
-1,16.6,13.3,22.2,1.8,0.0,54.0,13.7,1011.6,7,6,2022,23,59,On-Time,0,0,1
-6,20.6,15.0,25.6,2.5,0.0,172.0,12.2,1014.5,7,6,2022,23,37,On-Time,0,1,0
-19,19.4,13.9,24.4,0.0,0.0,53.0,14.8,1014.9,8,6,2019,21,18,Early,0,0,1
-23,18.0,10.0,26.1,0.0,0.0,123.0,18.0,1015.1,8,6,2022,15,7,Early,0,0,0
-12,16.6,13.3,20.6,17.0,0.0,62.0,13.3,1011.4,8,6,2022,23,59,Early,0,0,1
55,23.3,16.7,31.1,1.8,0.0,37.0,4.3,1011.1,8,6,2022,23,37,Severely Late,0,1,0
-6,23.5,18.3,30.6,0.0,0.0,250.0,14.4,1008.4,9,6,2017,16,37,On-Time,0,0,1
-11,20.4,17.2,23.9,0.0,0.0,63.0,9.4,1013.8,9,6,2019,14,48,Early,0,0,1
108,20.4,17.2,23.9,0.0,0.0,63.0,9.4,1013.8,9,6,2019,21,18,Severely Late,0,0,1
5,20.7,12.8,32.2,0.0,0.0,253.0,12.2,1009.6,9,6,2022,15,7,On-Time,0,0,0
-3,17.0,11.7,25.6,0.0,0.0,312.0,10.8,1013.7,9,6,2022,23,59,On-Time,0,0,1
-13,23.3,14.4,27.2,8.4,0.0,281.0,18.4,1007.6,9,6,2022,23,37,Early,0,1,0
20,24.2,17.8,32.2,0.0,0.0,203.0,22.7,1009.3,10,6,2017,20,41,Late,0,0,1
-15,24.2,17.8,32.2,0.0,0.0,203.0,22.7,1009.3,10,6,2017,16,37,Early,0,0,1
-9,19.3,15.6,23.3,0.0,0.0,315.0,22.0,1017.6,10,6,2019,14,48,On-Time,0,0,1
-14,19.3,15.6,23.3,0.0,0.0,315.0,22.0,1017.6,10,6,2019,21,18,Early,0,0,1
-6,22.3,11.1,32.2,0.0,0.0,172.0,12.6,1009.9,10,6,2022,15,7,On-Time,0,0,0
-17,19.4,14.4,25.6,0.5,0.0,229.0,10.8,1012.4,10,6,2022,23,59,Early,0,0,1
10,20.4,11.1,27.2,0.0,0.0,291.0,8.3,1012.6,10,6,2022,23,37,On-Time,0,1,0
-11,27.7,22.8,33.9,0.0,0.0,199.0,24.1,1011.8,11,6,2017,16,37,Early,0,0,1
-17,20.4,13.9,27.8,0.0,0.0,206.0,13.3,1019.6,11,6,2019,14,49,Early,0,0,1
-22,20.4,13.9,27.8,0.0,0.0,206.0,13.3,1019.6,11,6,2019,21,19,Early,0,0,1
-3,27.3,17.8,37.8,0.0,0.0,223.0,13.7,1004.8,11,6,2022,15,7,On-Time,0,0,0
-19,18.5,15.0,22.8,0.0,0.0,222.0,10.1,1009.4,11,6,2022,0,14,Early,0,0,1
-13,19.5,17.2,22.8,1.8,0.0,350.0,5.8,1013.9,11,6,2022,23,37,Early,0,1,0
7,29.4,22.8,35.0,0.0,0.0,222.0,18.7,1015.9048226950349,12,6,2017,16,37,On-Time,0,0,1
-19,19.7,11.1,21.7,19.1,0.0,197.0,16.2,1011.6,12,6,2019,14,48,Early,0,0,1
11,19.7,11.1,21.7,19.1,0.0,197.0,16.2,1011.6,12,6,2019,21,18,Late,0,0,1
9,19.2,14.4,21.1,0.0,0.0,35.0,13.7,1010.2,12,6,2022,0,8,On-Time,0,0,1
-15,26.9,16.1,35.0,0.3,0.0,256.0,16.2,1002.1,12,6,2022,15,7,Early,0,0,0
33,20.8,16.1,27.8,0.0,0.0,239.0,8.3,1013.1,12,6,2022,23,37,Severely Late,0,1,0
14,14.4,10.6,20.0,1.3,0.0,317.0,22.7,1011.7,13,6,2019,14,48,Late,0,0,1
-8,14.4,10.6,20.0,1.3,0.0,317.0,22.7,1011.7,13,6,2019,21,18,On-Time,0,0,1
-8,26.7,14.4,37.2,0.0,0.0,225.0,20.5,995.1,13,6,2022,15,7,On-Time,0,0,0
27,20.9,13.9,31.7,22.4,0.0,81.0,13.0,1009.8,13,6,2022,23,59,Late,0,0,1
56,26.7,20.0,33.9,6.1,0.0,320.0,4.7,1013.2,13,6,2022,23,37,Severely Late,0,1,0
492,25.2,20.0,33.3,15.0,0.0,170.0,15.8,1011.4,14,6,2017,16,37,Severely Late,0,0,1
-12,18.2,11.1,26.7,1.3,0.0,222.0,23.4,1013.7,14,6,2019,14,48,Early,0,0,1
4,18.2,11.1,26.7,1.3,0.0,222.0,23.4,1013.7,14,6,2019,21,18,On-Time,0,0,1
73,21.5,10.0,29.4,0.0,0.0,102.0,24.1,1003.2,14,6,2022,15,7,Severely Late,0,0,0
-2,27.1,18.3,36.7,0.0,0.0,216.0,15.5,1009.1,14,6,2022,23,59,On-Time,0,0,1
-9,25.4,18.9,29.4,0.0,0.0,345.0,10.8,1012.7,14,6,2022,23,37,On-Time,0,1,0
-15,24.6,20.0,32.8,1.8,0.0,236.0,12.6,1009.4,15,6,2017,16,37,Early,0,0,1
44,19.2,12.2,21.1,0.5,0.0,181.0,13.3,1008.4,15,6,2019,21,18,Severely Late,0,0,1
-15,19.6,8.3,31.1,0.0,0.0,157.0,14.4,1009.0,15,6,2022,15,7,Early,0,0,0
-12,31.5,24.4,35.6,6.4,0.0,213.0,22.7,1009.9,15,6,2022,23,59,Early,0,0,1
-2,24.8,17.2,31.1,0.0,0.0,198.0,7.9,1017.4,15,6,2022,23,37,On-Time,0,1,0
26,24.9,19.4,30.0,5.6,0.0,227.0,16.6,1008.1,16,6,2017,16,37,Late,0,0,1
-9,13.9,12.2,15.6,1.8,0.0,20.0,15.5,1010.2,16,6,2019,14,48,On-Time,0,0,1
-20,13.9,12.2,15.6,1.8,0.0,20.0,15.5,1010.2,16,6,2019,21,18,Early,0,0,1
-12,22.6,10.0,34.4,0.0,0.0,128.0,16.9,1012.7,16,6,2022,15,7,Early,0,0,0
9,29.2,22.2,34.4,1.3,0.0,248.0,18.7,1012.2,16,6,2022,23,59,On-Time,0,0,1
20,26.3,22.8,30.6,7.9,0.0,165.0,12.2,1017.2,16,6,2022,23,37,Late,0,1,0
26,15.0,12.8,19.4,0.0,0.0,31.0,12.2,1015.2,17,6,2019,14,48,Late,0,0,1
-21,15.0,12.8,19.4,0.0,0.0,31.0,12.2,1015.2,17,6,2019,21,18,Early,0,0,1
6,26.2,14.4,37.2,0.0,0.0,115.0,18.0,1009.1,17,6,2022,15,7,On-Time,0,0,0
-2,26.0,17.8,28.9,0.0,0.0,328.0,16.9,1015.8,17,6,2022,23,59,On-Time,0,0,1
12,27.6,20.0,35.6,0.0,0.0,295.0,14.8,1008.7,17,6,2022,23,37,Late,0,1,0
12,23.6,20.6,26.1,0.0,0.0,260.0,22.0,1003.2,18,6,2017,16,37,Late,0,0,1
135,17.7,12.2,25.6,0.0,0.0,64.0,6.8,1013.2,18,6,2019,14,49,Severely Late,0,0,1
-14,17.7,12.2,25.6,0.0,0.0,64.0,6.8,1013.2,18,6,2019,21,19,Early,0,0,1
-2,26.1,17.8,33.3,0.0,0.0,191.0,22.7,1006.3,18,6,2022,15,7,On-Time,0,0,0
-10,19.8,12.8,22.2,0.0,0.0,28.0,16.2,1023.4,18,6,2022,0,14,On-Time,0,0,1
-7,22.8,16.7,25.0,0.0,0.0,320.0,24.5,1010.7,18,6,2022,23,37,On-Time,0,1,0
5,21.2,16.7,26.7,0.8,0.0,277.0,16.2,1015.9048226950349,19,6,2017,16,37,On-Time,0,0,1
114,19.2,13.3,22.2,4.6,0.0,37.0,15.1,1007.5,19,6,2019,14,48,Severely Late,0,0,1
-17,19.1,11.1,29.4,0.0,0.0,191.0,9.4,1022.3,19,6,2022,0,8,Early,0,0,1
12,25.5,19.4,32.8,0.0,0.0,201.0,26.6,1005.5,19,6,2022,15,7,Late,0,0,0
2,19.9,11.1,26.1,0.0,0.0,310.0,18.0,1018.4,19,6,2022,23,37,On-Time,0,1,0
1,19.6,14.4,26.7,0.0,0.0,298.0,15.5,1013.5,20,6,2017,16,37,On-Time,0,0,1
-6,15.6,12.2,21.7,7.1,0.0,11.0,15.8,1006.3,20,6,2019,21,18,On-Time,0,0,1
-2,15.6,12.2,21.7,7.1,0.0,11.0,15.8,1006.3,20,6,2019,14,48,On-Time,0,0,1
1,25.2,13.9,31.7,0.0,0.0,236.0,22.7,1007.7,20,6,2022,15,7,On-Time,0,0,0
-14,25.9,17.8,35.0,0.0,0.0,217.0,15.5,1018.3,20,6,2022,23,59,Early,0,0,1
-10,18.8,8.9,27.2,0.0,0.0,324.0,7.2,1021.9,20,6,2022,23,37,On-Time,0,1,0
-29,17.1,11.1,22.2,0.0,0.0,56.0,11.5,1015.2,21,6,2019,21,18,Early,0,0,1
-10,17.1,11.1,22.2,0.0,0.0,56.0,11.5,1015.2,21,6,2019,14,48,On-Time,0,0,1
-4,19.4,10.0,25.6,0.0,0.0,140.0,24.5,1020.6,21,6,2022,15,7,On-Time,0,0,0
-29,29.7,22.8,37.2,0.0,0.0,231.0,20.5,1015.8,21,6,2022,23,59,Early,0,0,1
-11,22.4,16.1,28.9,0.0,0.0,260.0,6.8,1020.1,21,6,2022,23,37,Early,0,1,0
3,25.8,20.0,31.1,0.0,0.0,206.0,23.4,1008.3,22,6,2017,16,37,On-Time,0,0,1
4,19.2,14.4,26.1,0.0,0.0,76.0,16.6,1015.8,22,6,2019,22,8,On-Time,0,0,1
-7,19.6,10.6,31.1,0.0,0.0,199.0,15.1,1017.5,22,6,2022,15,7,On-Time,0,0,0
0,29.3,22.2,31.7,0.0,0.0,318.0,14.8,1016.4,22,6,2022,23,59,On-Time,0,0,1
0,24.0,18.9,33.3,27.9,0.0,353.0,5.8,1013.1,22,6,2022,23,37,On-Time,0,1,0
255,24.9,18.9,28.3,18.0,0.0,301.0,19.8,1015.9048226950349,23,6,2017,16,37,Severely Late,0,0,1
6,22.8,17.2,27.2,9.7,0.0,142.0,16.6,1010.4,23,6,2019,21,18,On-Time,0,0,1
17,22.8,17.2,27.2,9.7,0.0,142.0,16.6,1010.4,23,6,2019,14,48,Late,0,0,1
-17,24.1,14.4,33.9,0.0,0.0,299.0,15.5,1008.6,23,6,2022,15,7,Early,0,0,0
-1,25.0,18.3,29.4,0.0,0.0,84.0,10.8,1016.7,23,6,2022,0,14,On-Time,0,0,1
15,20.6,17.2,22.2,1.5,0.0,73.0,7.6,1013.1,23,6,2022,23,37,Late,0,1,0
1,20.9,15.0,23.9,0.5,0.0,287.0,19.8,1014.0,24,6,2017,20,41,On-Time,0,0,1
-19,20.9,15.0,23.9,0.5,0.0,287.0,19.8,1014.0,24,6,2017,16,37,Early,0,0,1
31,21.8,18.9,25.6,4.3,0.0,222.0,15.5,1003.4,24,6,2019,21,18,Severely Late,0,0,1
105,21.8,18.9,25.6,4.3,0.0,222.0,15.5,1003.4,24,6,2019,14,48,Severely Late,0,0,1
-11,25.6,18.3,33.3,0.0,0.0,170.0,9.4,1015.8,24,6,2022,16,50,Early,0,0,1
126,25.2,15.0,32.8,0.0,0.0,288.0,13.3,1008.7,24,6,2022,15,4,Severely Late,0,0,0
3,25.6,18.3,33.3,0.0,0.0,170.0,9.4,1015.8,24,6,2022,23,59,On-Time,0,0,1
5,21.1,14.4,27.8,0.0,0.0,134.0,5.4,1017.1,24,6,2022,23,35,On-Time,0,1,0
-16,17.8,12.2,22.2,0.0,0.0,272.0,20.5,1018.4,25,6,2017,16,37,Early,0,0,1
125,22.2,16.7,29.4,3.6,0.0,238.0,18.0,1009.9,25,6,2019,21,19,Severely Late,0,0,1
-13,22.2,16.7,29.4,3.6,0.0,238.0,18.0,1009.9,25,6,2019,14,48,Early,0,0,1
-11,23.6,19.4,25.0,6.1,0.0,184.0,11.9,1014.2,25,6,2022,0,15,Early,0,0,1
7,17.7,11.7,22.2,0.0,0.0,48.0,15.1,1020.3,25,6,2022,15,4,On-Time,0,0,0
-11,24.2,17.2,31.7,0.0,0.0,166.0,9.4,1019.6,25,6,2022,23,35,Early,0,1,0
-3,17.8,12.2,23.9,0.0,0.0,287.0,19.8,1018.2,26,6,2017,16,37,On-Time,0,0,1
-19,25.7,20.0,31.7,3.8,0.0,222.0,9.4,1016.1,26,6,2019,21,18,Early,0,0,1
-8,25.7,20.0,31.7,3.8,0.0,222.0,9.4,1016.1,26,6,2019,14,48,On-Time,0,0,1
-11,23.9,18.3,26.7,0.0,0.0,292.0,17.6,1016.7,26,6,2022,16,50,Early,0,0,1
-4,17.2,13.3,21.7,0.0,0.0,188.0,16.9,1024.8,26,6,2022,15,4,On-Time,0,0,0
-2,23.9,18.3,26.7,0.0,0.0,292.0,17.6,1016.7,26,6,2022,23,59,On-Time,0,0,1
353,26.0,21.1,31.7,0.0,0.0,185.0,14.8,1018.0,26,6,2022,23,35,Severely Late,0,1,0
100,25.1,20.0,31.7,0.5,0.0,186.0,12.2,1019.8,27,6,2019,21,18,Severely Late,0,0,1
37,25.1,20.0,31.7,0.5,0.0,186.0,12.2,1019.8,27,6,2019,14,48,Severely Late,0,0,1
-16,21.3,15.6,26.7,0.0,0.0,306.0,13.0,1022.5,27,6,2022,16,50,Early,0,0,1
0,19.8,12.2,31.1,0.0,0.0,298.0,12.6,1020.1,27,6,2022,15,4,On-Time,0,0,0
11,21.3,15.6,26.7,0.0,0.0,306.0,13.0,1022.5,27,6,2022,23,59,Late,0,0,1
-14,23.9,19.4,28.3,1.3,0.0,261.0,12.6,1015.7,27,6,2022,23,35,Early,0,1,0
-8,19.8,14.4,26.7,33.0,0.0,185.0,24.5,1015.9048226950349,28,6,2017,16,37,On-Time,0,0,1
90,24.3,21.7,32.2,0.3,0.0,179.0,12.2,1018.5,28,6,2019,21,18,Severely Late,0,0,1
91,24.3,21.7,32.2,0.3,0.0,179.0,12.2,1018.5,28,6,2019,14,48,Severely Late,0,0,1
0,22.1,16.1,30.0,0.0,0.0,219.0,12.6,1021.4,28,6,2022,16,50,On-Time,0,0,1
-13,24.2,12.8,35.0,0.0,0.0,235.0,17.3,1015.7,28,6,2022,15,4,Early,0,0,0
-8,22.1,16.1,30.0,0.0,0.0,219.0,12.6,1021.4,28,6,2022,23,59,On-Time,0,0,1
-17,21.8,11.7,26.7,0.0,0.0,330.0,5.8,1022.0,28,6,2022,23,35,Early,0,1,0
6,23.6,18.9,27.2,0.5,0.0,227.0,18.4,1015.9048226950349,29,6,2017,16,37,On-Time,0,0,1
17,25.8,20.6,30.6,0.0,0.0,70.0,8.3,1018.0,29,6,2019,22,8,Late,0,0,1
21,24.9,18.9,31.1,0.5,0.0,178.0,12.2,1020.0,29,6,2022,16,50,Late,0,0,1
4,27.5,16.1,33.9,1.3,0.0,240.0,19.8,1012.3,29,6,2022,15,4,On-Time,0,0,0
-19,24.9,18.9,31.1,0.5,0.0,178.0,12.2,1020.0,29,6,2022,23,59,Early,0,0,1
-8,22.3,13.3,30.6,0.0,0.0,208.0,9.4,1022.9,29,6,2022,23,35,On-Time,0,1,0
93,22.8,17.8,28.9,0.0,0.0,244.0,10.4,1009.4,30,6,2017,16,37,Severely Late,0,0,1
155,25.4,21.1,32.8,5.1,0.0,202.0,9.4,1016.3,30,6,2019,21,18,Severely Late,0,0,1
-6,25.4,21.1,32.8,5.1,0.0,202.0,9.4,1016.3,30,6,2019,14,48,On-Time,0,0,1
18,24.9,21.1,28.3,7.4,0.0,249.0,9.4,1017.4,30,6,2021,21,34,Late,0,0,1
-16,27.3,22.8,33.3,0.0,0.0,216.0,21.6,1015.9,30,6,2022,16,50,Early,0,0,1
-4,23.1,13.9,27.8,0.0,0.0,234.0,21.6,1013.5,30,6,2022,15,4,On-Time,0,0,0
-20,27.3,22.8,33.3,0.0,0.0,216.0,21.6,1015.9,30,6,2022,23,59,Early,0,0,1
-5,25.6,16.7,32.8,0.0,0.0,125.0,6.8,1022.0,30,6,2022,23,35,On-Time,0,1,0
-17,23.9,18.9,27.8,0.0,0.0,275.0,16.9,1012.2,1,7,2017,16,42,Early,0,0,1
-4,29.5,24.4,34.4,6.1,0.0,195.0,19.8,1015.9048226950349,1,7,2018,8,52,On-Time,0,0,1
70,25.1,20.6,31.7,0.0,0.0,253.0,10.1,1014.5,1,7,2019,21,18,Severely Late,0,0,1
82,25.1,20.6,31.7,0.0,0.0,253.0,10.1,1014.5,1,7,2019,14,48,Severely Late,0,0,1
68,21.8,15.0,24.4,0.0,0.0,22.0,21.6,1016.5,1,7,2021,20,49,Severely Late,0,0,1
-7,25.8,19.4,27.8,0.0,0.0,52.0,10.8,1013.6,1,7,2022,16,53,On-Time,0,0,1
-19,19.4,11.7,30.0,4.1,0.0,115.0,12.2,1015.2,1,7,2022,15,4,Early,0,0,0
19,25.8,19.4,27.8,0.0,0.0,52.0,10.8,1013.6,1,7,2022,23,59,Late,0,0,1
93,27.1,21.7,33.9,2.3,0.0,191.0,11.2,1017.4,1,7,2022,23,35,Severely Late,0,1,0
-19,23.6,16.7,31.7,0.0,0.0,252.0,15.5,1015.8,2,7,2017,16,35,Early,0,0,1
94,28.8,23.3,33.3,0.3,0.0,235.0,15.8,1011.1,2,7,2019,21,38,Severely Late,0,0,1
17,18.2,13.9,22.8,0.0,0.0,20.0,10.8,1018.5,2,7,2021,20,49,Late,0,0,1
-1,23.7,18.3,30.6,0.0,0.0,27.0,10.4,1016.7,2,7,2022,0,15,On-Time,0,0,1
-10,22.1,13.9,32.2,0.0,0.0,158.0,12.6,1012.3,2,7,2022,15,4,On-Time,0,0,0
89,27.4,23.9,32.8,0.0,0.0,204.0,9.4,1013.9,2,7,2022,23,35,Severely Late,0,1,0
45,22.8,18.9,26.7,1.0,0.0,32.0,14.0,1017.1,3,7,2017,20,41,Severely Late,0,0,1
-20,22.8,18.9,26.7,1.0,0.0,32.0,14.0,1017.1,3,7,2017,16,42,Early,0,0,1
32,25.3,20.6,30.0,10.4,0.0,72.0,10.8,1012.0,3,7,2019,21,18,Severely Late,0,0,1
-15,25.3,20.6,30.0,10.4,0.0,72.0,10.8,1012.0,3,7,2019,14,48,Early,0,0,1
11,21.3,16.1,26.7,0.0,0.0,318.0,15.5,1009.9,3,7,2021,23,40,Late,0,1,0
-21,25.9,20.0,31.1,0.0,0.0,68.0,10.1,1019.0,3,7,2022,16,53,Early,0,0,1
17,25.2,17.2,34.4,0.0,0.0,258.0,16.2,1008.3,3,7,2022,15,4,Late,0,0,0
-25,25.9,20.0,31.1,0.0,0.0,68.0,10.1,1019.0,3,7,2022,23,59,Early,0,0,1
24,26.1,18.3,31.1,0.0,0.0,330.0,9.0,1017.0,3,7,2022,23,35,Late,0,1,0
-27,22.4,17.8,28.3,0.0,0.0,41.0,11.9,1018.1,4,7,2017,16,35,Early,0,0,1
19,25.6,21.1,32.8,0.0,0.0,194.0,13.3,1013.3,4,7,2019,21,19,Late,0,0,1
16,25.6,21.1,32.8,0.0,0.0,194.0,13.3,1013.3,4,7,2019,14,48,Late,0,0,1
-11,26.2,21.1,31.7,0.0,0.0,255.0,11.5,1013.5,4,7,2021,20,49,Early,0,0,1
0,25.6,20.6,30.6,17.5,0.0,173.0,16.2,1015.7,4,7,2022,16,53,On-Time,0,0,1
-7,25.6,18.3,35.6,0.0,0.0,318.0,14.8,1007.5,4,7,2022,15,4,On-Time,0,0,0
-6,25.6,20.6,30.6,17.5,0.0,173.0,16.2,1015.7,4,7,2022,23,59,On-Time,0,0,1
40,25.1,16.1,31.7,0.0,0.0,336.0,5.4,1021.0,4,7,2022,23,35,Severely Late,0,1,0
114,27.4,22.8,32.8,11.9,0.0,228.0,9.7,1014.5,5,7,2019,21,18,Severely Late,0,0,1
-5,27.4,22.8,32.8,11.9,0.0,228.0,9.7,1014.5,5,7,2019,14,53,On-Time,0,0,1
-9,27.6,22.8,32.8,0.0,0.0,242.0,19.8,1014.1,5,7,2021,20,49,On-Time,0,0,1
-1,27.4,20.6,34.4,13.2,0.0,300.0,15.1,1010.9,5,7,2022,16,53,On-Time,0,0,1
-4,25.6,16.7,35.6,0.3,0.0,273.0,14.4,1009.9,5,7,2022,15,4,On-Time,0,0,0
39,27.4,20.6,34.4,13.2,0.0,300.0,15.1,1010.9,5,7,2022,23,59,Severely Late,0,0,1
7,24.9,18.9,31.7,4.6,0.0,198.0,12.2,1015.5,5,7,2022,23,35,On-Time,0,1,0
7,25.4,19.4,28.3,0.0,0.0,29.0,20.2,1015.4,6,7,2019,20,58,On-Time,0,0,1
-10,28.6,25.0,32.8,0.0,0.0,239.0,16.2,1015.1,6,7,2021,20,49,On-Time,0,0,1
-19,23.3,20.0,26.7,8.9,0.0,39.0,16.9,1014.0,6,7,2022,16,53,Early,0,0,1
240,22.8,15.6,30.0,0.3,0.0,31.0,12.2,1013.4,6,7,2022,15,4,Severely Late,0,0,0
-3,23.3,20.0,26.7,8.9,0.0,39.0,16.9,1014.0,6,7,2022,23,59,On-Time,0,0,1
-5,27.9,21.1,33.9,0.0,0.0,312.0,7.6,1012.0,6,7,2022,23,35,On-Time,0,1,0
20,27.2,17.2,31.7,0.0,0.0,349.0,13.7,1015.9048226950349,7,7,2017,16,42,Late,0,0,1
-3,21.2,17.8,25.0,0.0,0.0,26.0,22.3,1016.8,7,7,2019,20,58,On-Time,0,0,1
-16,21.2,17.8,25.0,0.0,0.0,26.0,22.3,1016.8,7,7,2019,14,48,Early,0,0,1
34,26.9,19.4,31.7,0.0,0.0,249.0,14.0,1012.1,7,7,2021,20,49,Severely Late,0,0,1
-15,24.1,20.0,30.0,0.0,0.0,80.0,11.2,1015.5,7,7,2022,16,53,Early,0,0,1
-3,20.8,15.0,32.8,8.1,0.0,200.0,13.0,1014.5,7,7,2022,15,4,On-Time,0,0,0
-19,24.1,20.0,30.0,0.0,0.0,80.0,11.2,1015.5,7,7,2022,23,59,Early,0,0,1
-8,25.5,21.1,28.3,0.5,0.0,36.0,10.1,1014.0,7,7,2022,23,35,On-Time,0,1,0
93,21.6,15.6,28.3,0.0,0.0,25.0,10.8,1017.3,8,7,2019,20,58,Severely Late,0,0,1
18,21.6,15.6,28.3,0.0,0.0,25.0,10.8,1017.3,8,7,2019,14,48,Late,0,0,1
13,19.3,16.1,20.0,0.0,0.0,11.0,12.6,1013.0,8,7,2021,20,49,Late,0,0,1
-18,23.9,19.4,25.0,0.0,0.0,49.0,18.4,1016.1,8,7,2022,16,53,Early,0,0,1
-13,22.8,14.4,35.6,0.0,0.0,152.0,15.5,1017.2,8,7,2022,15,4,Early,0,0,0
-11,23.9,19.4,25.0,0.0,0.0,49.0,18.4,1016.1,8,7,2022,23,59,Early,0,0,1
-9,24.9,20.6,30.6,25.4,0.0,153.0,5.8,1015.7,8,7,2022,23,35,On-Time,0,1,0
10,23.0,17.2,30.0,0.0,0.0,212.0,13.3,1015.3,9,7,2017,16,42,On-Time,0,0,1
10,23.4,16.1,31.1,0.0,0.0,127.0,11.5,1015.3,9,7,2019,20,58,On-Time,0,0,1
-10,23.4,16.1,31.1,0.0,0.0,127.0,11.5,1015.3,9,7,2019,14,48,On-Time,0,0,1
-14,19.1,15.0,24.4,0.0,0.0,30.0,12.2,1017.3,9,7,2021,20,49,Early,0,0,1
2,21.7,17.2,24.4,0.0,0.0,40.0,18.4,1020.8,9,7,2022,0,15,On-Time,0,0,1
1,28.3,18.9,37.8,0.0,0.0,164.0,19.1,1015.5,9,7,2022,15,4,On-Time,0,0,0
38,22.5,20.6,22.2,37.6,0.0,46.0,10.8,1016.1,9,7,2022,23,35,Severely Late,0,1,0
34,25.0,19.4,28.9,18.5,0.0,268.0,10.8,1009.5,10,7,2017,16,42,Severely Late,0,0,1
-25,28.6,23.9,34.4,0.3,0.0,245.0,16.9,1011.7,10,7,2019,20,58,Early,0,0,1
-20,28.6,23.9,34.4,0.3,0.0,245.0,16.9,1011.7,10,7,2019,14,48,Early,0,0,1
-9,24.4,20.6,28.9,0.0,0.0,338.0,10.1,1016.2,10,7,2021,23,40,On-Time,0,1,0
-23,22.3,15.0,30.0,0.0,0.0,282.0,9.0,1017.3,10,7,2022,16,53,Early,0,0,1
1,30.1,20.6,38.3,0.8,0.0,212.0,18.4,1012.5,10,7,2022,15,4,On-Time,0,0,0
-13,22.3,15.0,30.0,0.0,0.0,282.0,9.0,1017.3,10,7,2022,23,59,Early,0,0,1
-15,22.8,18.3,28.3,0.0,0.0,53.0,6.1,1017.1,10,7,2022,23,35,Early,0,1,0
81,25.3,18.3,27.8,0.0,0.0,16.0,13.0,1012.8,11,7,2019,20,58,Severely Late,0,0,1
-9,25.3,18.3,27.8,0.0,0.0,16.0,13.0,1012.8,11,7,2019,14,48,On-Time,0,0,1
-6,19.9,18.9,21.7,2.3,0.0,53.0,21.2,1013.5,11,7,2021,20,49,On-Time,0,0,1
0,24.9,21.7,29.4,0.3,0.0,235.0,18.0,1008.4,11,7,2022,16,53,On-Time,0,0,1
-16,21.8,15.0,27.2,0.0,0.0,97.0,18.0,1017.3,11,7,2022,15,4,Early,0,0,0
-19,24.9,21.7,29.4,0.3,0.0,235.0,18.0,1008.4,11,7,2022,23,59,Early,0,0,1
-15,22.8,15.6,29.4,0.0,0.0,183.0,6.1,1014.2,11,7,2022,23,35,Early,0,1,0
0,24.1,20.0,27.2,45.0,0.0,191.0,16.9,1015.9048226950349,12,7,2017,16,42,On-Time,0,0,1
50,22.1,15.0,30.6,0.0,0.0,272.0,9.7,1014.2,12,7,2019,20,58,Severely Late,0,0,1
-9,22.1,15.0,30.6,0.0,0.0,272.0,9.7,1014.2,12,7,2019,14,48,On-Time,0,0,1
22,20.9,19.4,23.3,1.0,0.0,60.0,13.7,1015.9,12,7,2021,20,49,Late,0,0,1
-15,25.1,20.0,30.0,0.0,0.0,290.0,17.3,1010.4,12,7,2022,16,53,Early,0,0,1
-10,23.5,14.4,35.6,0.0,0.0,151.0,18.0,1013.9,12,7,2022,15,4,On-Time,0,0,0
2,25.1,20.0,30.0,0.0,0.0,290.0,17.3,1010.4,12,7,2022,23,59,On-Time,0,0,1
243,24.2,18.3,32.8,12.7,0.0,196.0,15.1,1009.8,12,7,2022,23,35,Severely Late,0,1,0
